0.138706 0.0576759
0.146706 0.109062
0.154706 0.155133
0.162706 0.196674
0.170706 0.234321
0.178706 0.268598
0.186706 0.299937
0.194706 0.328701
0.202706 0.355194
0.210706 0.379676
0.218706 0.402367
0.226706 0.423456
0.234706 0.443108
0.242706 0.461464
0.250706 0.478648
0.258706 0.49477
0.266706 0.509925
0.274706 0.524197
0.282706 0.537661
0.290706 0.550384
0.298706 0.562426
0.306706 0.573839
0.314706 0.584673
0.322706 0.594969
0.330706 0.604767
0.338706 0.614102
0.346706 0.623006
0.354706 0.631509
0.362706 0.639637
0.370706 0.647413
0.378706 0.654862
0.386706 0.662002
0.394706 0.668852
0.402706 0.675431
0.410706 0.681753
0.418706 0.687833
0.426706 0.693686
0.434706 0.699323
0.442706 0.704757
0.450706 0.709997
0.458706 0.715055
0.466706 0.719939
0.474706 0.724659
0.482706 0.729222
0.490706 0.733637
0.498706 0.73791
0.506706 0.742048
0.514706 0.746057
0.522706 0.749944
0.530706 0.753713
0.538706 0.75737
0.546706 0.760921
0.554706 0.764369
0.562706 0.767719
0.570706 0.770975
0.578706 0.774141
0.586706 0.777221
0.594706 0.780217
0.602706 0.783135
0.610706 0.785976
0.618706 0.788743
0.626706 0.79144
0.634706 0.794068
0.642706 0.796632
0.650706 0.799132
0.658706 0.801572
0.666706 0.803953
0.674706 0.806277
0.682706 0.808547
0.690706 0.810765
0.698706 0.812931
0.706706 0.815049
0.714706 0.817119
0.722706 0.819144
0.730706 0.821124
0.738706 0.823061
0.746706 0.824957
0.754706 0.826812
0.762706 0.828629
0.770706 0.830407
0.778706 0.83215
0.786706 0.833857
0.794706 0.835529
0.802706 0.837168
0.810706 0.838775
0.818706 0.840351
0.826706 0.841895
0.834706 0.843411
0.842706 0.844897
0.850706 0.846356
0.858706 0.847787
0.866706 0.849192
0.874706 0.850572
0.882706 0.851926
0.890706 0.853256
0.898706 0.854562
0.906706 0.855845
0.914706 0.857106
0.922706 0.858345
0.930706 0.859563
0.938706 0.860759
0.946706 0.861936
0.954706 0.863093
0.962706 0.864231
0.970706 0.86535
0.978706 0.86645
0.986706 0.867533
0.994706 0.868598
1.002706 0.869647
1.010706 0.870679
1.018706 0.871694
1.026706 0.872694
1.034706 0.873678
1.039412 0.877419
1.044118 0.881126
1.050706 0.883216
1.058706 0.884098
1.066706 0.884967
1.074706 0.885824
1.082706 0.886667
1.090706 0.887499
1.098706 0.888318
1.106706 0.889125
1.111412 0.892558
1.116118 0.895963
1.122706 0.897831
1.130706 0.898554
1.138706 0.899266
1.146706 0.899969
1.154706 0.900662
1.162706 0.901346
1.170706 0.90202
1.178706 0.902685
1.183412 0.905855
1.188118 0.909001
1.192824 0.912121
1.197529 0.915218
1.202235 0.91829
1.206941 0.921337
1.211647 0.924362
1.218706 0.925572
1.226706 0.926057
1.234706 0.926536
1.242706 0.927009
1.250706 0.927476
1.255412 0.930372
1.260118 0.933246
1.264824 0.936099
1.269529 0.938931
1.274235 0.941742
1.278941 0.944531
1.283647 0.947301
1.290706 0.948318
1.298706 0.948637
1.306706 0.948951
1.314706 0.949262
1.322706 0.949569
1.327412 0.952229
1.332118 0.95487
1.336824 0.957493
1.341529 0.960099
1.346235 0.962685
1.350941 0.965253
1.355647 0.967804
1.360353 0.970336
1.365059 0.972852
1.369765 0.97535
1.374471 0.977831
1.379176 0.980295
1.383882 0.982743
1.388588 0.985173
1.394706 0.986588
1.399412 0.988987
1.404118 0.99137
1.408824 0.993737
1.413529 0.996089
1.418235 0.998424
1.422941 1.00074
1.427647 1.00305
1.432353 1.00534
1.437059 1.00761
1.441765 1.00987
1.446471 1.01212
1.451176 1.01435
1.455882 1.01657
1.460588 1.01877
1.466706 1.01997
1.471412 1.02215
1.476118 1.02431
1.480824 1.02646
1.485529 1.02859
1.490235 1.03071
1.494941 1.03282
1.499647 1.03491
1.504353 1.03699
1.509059 1.03906
1.513765 1.04111
1.518471 1.04315
1.523176 1.04518
1.527882 1.0472
1.532588 1.04921
1.537294 1.0512
1.542 1.05318
1.546706 1.05515
1.551412 1.0571
1.556118 1.05905
1.560824 1.06098
1.565529 1.0629
1.570235 1.06481
1.574941 1.06671
1.579647 1.06859
1.584353 1.07047
1.589059 1.07233
1.593765 1.07419
1.598471 1.07603
1.603176 1.07786
1.607882 1.07968
1.612588 1.08149
1.617294 1.08329
1.622 1.08508
1.626706 1.08686
1.631412 1.08863
1.636118 1.09039
1.640824 1.09213
1.645529 1.09387
1.650235 1.0956
1.654941 1.09732
1.659647 1.09903
1.664353 1.10073
1.669059 1.10242
1.673765 1.1041
1.678471 1.10577
1.683176 1.10743
1.687882 1.10908
1.692588 1.11073
1.697294 1.11236
1.702 1.11398
1.706706 1.1156
1.711412 1.11721
1.716118 1.1188
1.720824 1.12039
1.725529 1.12197
1.730235 1.12355
1.734941 1.12511
1.739647 1.12667
1.744353 1.12821
1.749059 1.12975
1.753765 1.13128
1.758471 1.1328
1.763176 1.13432
1.767882 1.13582
1.772588 1.13732
1.777294 1.13881
1.782 1.14029
1.786706 1.14177
1.791412 1.14323
1.796118 1.14469
1.800824 1.14614
1.805529 1.14759
1.810235 1.14902
1.814941 1.15045
1.819647 1.15187
1.824353 1.15329
1.829059 1.15469
1.833765 1.15609
1.838471 1.15748
1.843176 1.15887
1.847882 1.16025
1.852588 1.16162
1.857294 1.16298
1.862 1.16434
1.866706 1.16569
1.871412 1.16703
1.876118 1.16837
1.880824 1.1697
1.885529 1.17102
1.890235 1.17234
1.894941 1.17365
1.899647 1.17496
1.904353 1.17625
1.909059 1.17754
1.913765 1.17883
1.918471 1.18011
1.923176 1.18138
1.927882 1.18264
1.932588 1.1839
1.937294 1.18516
1.942 1.18641
1.946706 1.18765
1.951412 1.18888
1.956118 1.19011
1.960824 1.19134
1.965529 1.19255
1.970235 1.19377
1.974941 1.19497
1.979647 1.19617
1.984353 1.19737
1.989059 1.19856
1.993765 1.19974
1.998471 1.20092
2.003176 1.20209
2.007882 1.20326
2.012588 1.20442
2.017294 1.20558
2.022 1.20673
2.026706 1.20787
2.031412 1.20901
2.036118 1.21015
2.040824 1.21128
2.045529 1.2124
2.050235 1.21352
2.054941 1.21463
2.059647 1.21574
2.064353 1.21685
2.069059 1.21794
2.073765 1.21904
2.078471 1.22013
2.083176 1.22121
2.087882 1.22229
2.092588 1.22337
2.097294 1.22443
2.102 1.2255
2.106706 1.22656
2.111412 1.22761
2.116118 1.22866
2.120824 1.22971
2.125529 1.23075
2.130235 1.23179
2.134941 1.23282
2.139647 1.23385
2.144353 1.23487
2.149059 1.23589
2.153765 1.2369
2.158471 1.23791
2.163176 1.23892
2.167882 1.23992
2.172588 1.24092
2.177294 1.24191
2.182 1.2429
2.186706 1.24388
2.191412 1.24486
2.196118 1.24583
2.200824 1.24681
2.205529 1.24777
2.210235 1.24874
2.214941 1.24969
2.219647 1.25065
2.224353 1.2516
2.229059 1.25255
2.233765 1.25349
2.238471 1.25443
2.243176 1.25536
2.247882 1.25629
2.252588 1.25722
2.257294 1.25814
2.262 1.25906
2.266706 1.25998
2.271412 1.26089
2.276118 1.2618
2.280824 1.2627
2.285529 1.2636
2.290235 1.2645
2.294941 1.26539
2.299647 1.26628
2.304353 1.26717
2.309059 1.26805
2.313765 1.26893
2.318471 1.2698
2.323176 1.27067
2.327882 1.27154
2.332588 1.27241
2.337294 1.27327
2.342 1.27412
2.346706 1.27498
2.351412 1.27583
2.356118 1.27668
2.360824 1.27752
2.365529 1.27836
2.370235 1.2792
2.374941 1.28003
2.379647 1.28086
2.384353 1.28169
2.389059 1.28251
2.393765 1.28333
2.398471 1.28415
2.403176 1.28497
2.407882 1.28578
2.412588 1.28659
2.417294 1.28739
2.422 1.28819
2.426706 1.28899
2.431412 1.28979
2.436118 1.29058
2.440824 1.29137
2.445529 1.29215
2.450235 1.29294
2.454941 1.29372
2.459647 1.29449
2.464353 1.29527
2.469059 1.29604
2.473765 1.29681
2.478471 1.29757
2.483176 1.29834
2.487882 1.2991
2.492588 1.29985
2.497294 1.30061
2.502 1.30136
2.506706 1.30211
2.511412 1.30285
2.516118 1.3036
2.520824 1.30434
2.525529 1.30507
2.530235 1.30581
2.534941 1.30654
2.539647 1.30727
2.544353 1.30799
2.549059 1.30872
2.553765 1.30944
2.558471 1.31016
2.563176 1.31087
2.567882 1.31159
2.572588 1.3123
2.577294 1.31301
2.582 1.31371
2.586706 1.31441
2.591412 1.31511
2.596118 1.31581
2.600824 1.31651
2.605529 1.3172
2.610235 1.31789
2.614941 1.31858
2.619647 1.31926
2.624353 1.31994
2.629059 1.32062
2.633765 1.3213
2.638471 1.32198
2.643176 1.32265
2.647882 1.32332
2.652588 1.32399
2.657294 1.32466
2.662 1.32532
2.666706 1.32598
2.671412 1.32664
2.676118 1.3273
2.680824 1.32795
2.685529 1.3286
2.690235 1.32925
2.694941 1.3299
2.699647 1.33054
2.704353 1.33119
2.709059 1.33183
2.713765 1.33247
2.718471 1.3331
2.723176 1.33374
2.727882 1.33437
2.732588 1.335
2.737294 1.33563
2.742 1.33625
2.746706 1.33687
2.751412 1.3375
2.756118 1.33811
2.760824 1.33873
2.765529 1.33935
2.770235 1.33996
2.774941 1.34057
2.779647 1.34118
2.784353 1.34178
2.789059 1.34239
2.793765 1.34299
2.798471 1.34359
2.803176 1.34419
2.807882 1.34479
2.812588 1.34538
2.817294 1.34597
2.822 1.34656
2.826706 1.34715
2.831412 1.34774
2.836118 1.34832
2.840824 1.3489
2.845529 1.34949
2.850235 1.35006
2.854941 1.35064
2.859647 1.35122
2.864353 1.35179
2.869059 1.35236
2.873765 1.35293
2.878471 1.3535
2.883176 1.35406
2.887882 1.35463
2.892588 1.35519
2.897294 1.35575
2.902 1.35631
2.906706 1.35686
2.911412 1.35742
2.916118 1.35797
2.920824 1.35852
2.925529 1.35907
2.930235 1.35962
2.934941 1.36016
2.939647 1.36071
2.944353 1.36125
2.949059 1.36179
2.953765 1.36233
2.958471 1.36287
2.963176 1.3634
2.967882 1.36394
2.972588 1.36447
2.977294 1.365
2.982 1.36553
2.986706 1.36605
2.991412 1.36658
2.996118 1.3671
3.000824 1.36762
3.005529 1.36815
3.010235 1.36866
3.014941 1.36918
3.019647 1.3697
3.024353 1.37021
3.029059 1.37072
3.033765 1.37123
3.038471 1.37174
3.043176 1.37225
3.047882 1.37276
3.052588 1.37326
3.057294 1.37376
3.062 1.37427
3.066706 1.37476
3.071412 1.37526
3.076118 1.37576
3.080824 1.37626
3.085529 1.37675
3.090235 1.37724
3.094941 1.37773
3.099647 1.37822
3.104353 1.37871
3.109059 1.3792
3.113765 1.37968
3.118471 1.38016
3.123176 1.38065
3.127882 1.38113
3.132588 1.38161
3.137294 1.38208
3.142 1.38256
3.146706 1.38303
3.151412 1.38351
3.156118 1.38398
3.160824 1.38445
3.165529 1.38492
3.170235 1.38539
3.174941 1.38585
3.179647 1.38632
3.184353 1.38678
3.189059 1.38724
3.193765 1.3877
3.198471 1.38816
3.203176 1.38862
3.207882 1.38908
3.212588 1.38953
3.217294 1.38999
3.222 1.39044
3.226706 1.39089
3.231412 1.39134
3.236118 1.39179
3.240824 1.39224
3.245529 1.39269
3.250235 1.39313
3.254941 1.39357
3.259647 1.39402
3.264353 1.39446
3.269059 1.3949
3.273765 1.39534
3.278471 1.39577
3.283176 1.39621
3.287882 1.39664
3.292588 1.39708
3.297294 1.39751
3.302 1.39794
3.306706 1.39837
3.311412 1.3988
3.316118 1.39923
3.320824 1.39965
3.325529 1.40008
3.330235 1.4005
3.334941 1.40092
3.339647 1.40135
3.344353 1.40177
3.349059 1.40218
3.353765 1.4026
3.358471 1.40302
3.363176 1.40344
3.367882 1.40385
3.372588 1.40426
3.377294 1.40467
3.382 1.40509
3.386706 1.4055
3.391412 1.4059
3.396118 1.40631
3.400824 1.40672
3.405529 1.40712
3.410235 1.40753
3.414941 1.40793
3.419647 1.40833
3.424353 1.40873
3.429059 1.40913
3.433765 1.40953
3.438471 1.40993
3.443176 1.41033
3.447882 1.41072
3.452588 1.41112
3.457294 1.41151
3.462 1.4119
3.466706 1.41229
3.471412 1.41268
3.476118 1.41307
3.480824 1.41346
3.485529 1.41385
3.490235 1.41423
3.494941 1.41462
3.499647 1.415
3.504353 1.41538
3.509059 1.41576
3.513765 1.41614
3.518471 1.41652
3.523176 1.4169
3.527882 1.41728
3.532588 1.41766
3.537294 1.41803
3.542 1.41841
3.546706 1.41878
3.551412 1.41915
3.556118 1.41953
3.560824 1.4199
3.565529 1.42027
3.570235 1.42063
3.574941 1.421
3.579647 1.42137
3.584353 1.42173
3.589059 1.4221
3.593765 1.42246
3.598471 1.42283
3.603176 1.42319
3.607882 1.42355
3.612588 1.42391
3.617294 1.42427
3.622 1.42463
3.626706 1.42498
3.631412 1.42534
3.636118 1.4257
3.640824 1.42605
3.645529 1.4264
3.650235 1.42676
3.654941 1.42711
3.659647 1.42746
3.664353 1.42781
3.669059 1.42816
3.673765 1.42851
3.678471 1.42885
3.683176 1.4292
3.687882 1.42955
3.692588 1.42989
3.697294 1.43024
3.702 1.43058
3.706706 1.43092
3.711412 1.43126
3.716118 1.4316
3.720824 1.43194
3.725529 1.43228
3.730235 1.43262
3.734941 1.43295
3.739647 1.43329
3.744353 1.43363
3.749059 1.43396
3.753765 1.43429
3.758471 1.43463
3.763176 1.43496
3.767882 1.43529
3.772588 1.43562
3.777294 1.43595
3.782 1.43628
3.786706 1.4366
3.791412 1.43693
3.796118 1.43726
3.800824 1.43758
3.805529 1.43791
3.810235 1.43823
3.814941 1.43855
3.819647 1.43888
3.824353 1.4392
3.829059 1.43952
3.833765 1.43984
3.838471 1.44016
3.843176 1.44048
3.847882 1.44079
3.852588 1.44111
3.857294 1.44142
3.862 1.44174
3.866706 1.44205
3.871412 1.44237
3.876118 1.44268
3.880824 1.44299
3.885529 1.4433
3.890235 1.44361
3.894941 1.44392
3.899647 1.44423
3.904353 1.44454
3.909059 1.44485
3.913765 1.44516
3.918471 1.44546
3.923176 1.44577
3.927882 1.44607
3.932588 1.44638
3.937294 1.44668
3.942 1.44698
3.946706 1.44728
3.951412 1.44758
3.956118 1.44788
3.960824 1.44818
3.965529 1.44848
3.970235 1.44878
3.974941 1.44908
3.979647 1.44937
3.984353 1.44967
3.989059 1.44997
3.993765 1.45026
3.998471 1.45055
4.003176 1.45085
4.007882 1.45114
4.012588 1.45143
4.017294 1.45172
4.022 1.45201
4.026706 1.4523
4.031412 1.45259
4.036118 1.45288
4.040824 1.45317
4.045529 1.45346
4.050235 1.45374
4.054941 1.45403
4.059647 1.45431
4.064353 1.4546
4.069059 1.45488
4.073765 1.45516
4.078471 1.45545
4.083176 1.45573
4.087882 1.45601
4.092588 1.45629
4.097294 1.45657
4.102 1.45685
4.106706 1.45713
4.111412 1.45741
4.116118 1.45768
4.122706 1.4573
4.130706 1.45641
4.138706 1.45553
4.146706 1.45465
4.154706 1.45377
4.162706 1.4529
4.170706 1.45203
4.178706 1.45117
4.186706 1.4503
4.194706 1.44945
4.202706 1.44859
4.210706 1.44774
4.218706 1.44689
4.226706 1.44604
4.234706 1.4452
4.242706 1.44436
4.250706 1.44352
4.258706 1.44269
4.266706 1.44186
4.274706 1.44103
4.282706 1.44021
4.290706 1.43939
4.298706 1.43857
4.306706 1.43776
4.314706 1.43695
4.322706 1.43614
4.330706 1.43533
4.338706 1.43453
4.346706 1.43373
4.354706 1.43293
4.362706 1.43214
4.370706 1.43135
4.378706 1.43056
4.386706 1.42977
4.394706 1.42899
4.402706 1.42821
4.410706 1.42744
4.418706 1.42666
4.426706 1.42589
4.434706 1.42512
4.442706 1.42436
4.450706 1.42359
4.458706 1.42283
4.466706 1.42208
4.474706 1.42132
4.482706 1.42057
4.490706 1.41982
4.498706 1.41907
4.506706 1.41833
4.514706 1.41759
4.522706 1.41685
4.530706 1.41611
