1.337868 1
1.338 2
1.346188 3
1.354508 4
1.386 5
1.386094 6
1.394414 7
1.402734 8
1.41 9
1.418 10
1.434 11
2.65 12
2.714 13
2.762 14
2.779355 15
2.834 16
2.875355 17
2.89 18
